nom;Lien vers la source;Discipline;Date de naissance;Pays;Âge;Fonction;Taille (en cm);Genre;Site de compétition;Latitude;Longitude;Nombre de compétitions;Date de début;Date de fin;Jours de compétitions;Médailles d'or;Médailles d'argent;Médailles de bronze;Record
ADACHI Seiya;https://olympics.com/fr/paris-2024/athlete/seiya-adachi_1891705;Water-polo;24/06/95;Japon;29;Athlète;173;Homme;multisite;;;5;28/07/24;05/08/24;5;0;0;0;non
ADAM Adriana;https://olympics.com/fr/paris-2024/athlete/adriana-adam_1550285;Aviron;11/04/99;Roumanie;25;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;4;28/07/24;03/08/24;4;1;0;0;non
ADAM Constantin;https://olympics.com/fr/paris-2024/athlete/constantin-adam_1550806;Aviron;12/07/96;Roumanie;28;Athlète;;Homme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;3;29/07/24;03/08/24;3;0;0;0;non
ADAM Ibadulla;https://olympics.com/fr/paris-2024/athlete/ibadulla-adam_1568137;Athlétisme;14/01/02;Maldives;22;Athlète;170;Homme;Stade de France;48.924475;2.360127;1;03/08/24;03/08/24;1;0;0;0;non
ADAMOPOULOU Ariadni;https://olympics.com/fr/paris-2024/athlete/ariadni-adamopoulou_4966765;Athlétisme;19/12/00;Grèce;23;Athlète;172;Femme;Stade de France;48.924475;2.360127;1;05/08/24;05/08/24;1;0;0;0;non
ADAMS Liam;https://olympics.com/fr/paris-2024/athlete/liam-adams_1939815;Athlétisme;04/09/86;Australie;38;Athlète;178;Homme;Invalides;48.85704803;2.312835932;1;10/08/24;10/08/24;1;0;0;0;non
ADAR YIGIT Yasemin;https://olympics.com/fr/paris-2024/athlete/yasemin-adar-yigit_1570422;Lutte;06/12/91;Türkiye;32;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;3;10/08/24;11/08/24;2;0;0;0;non
ADASHBAEVA Rigina;https://olympics.com/fr/paris-2024/athlete/rigina-adashbaeva_1551347;Haltérophilie;29/10/01;Ouzbékistan;22;Athlète;;Femme;Arena Paris Sud 6;48.829381;2.290865;1;10/08/24;10/08/24;1;0;0;0;non
ADCOCK Liam;https://olympics.com/fr/paris-2024/athlete/liam-adcock_1939816;Athlétisme;21/06/96;Australie;28;Athlète;192;Homme;Stade de France;48.924475;2.360127;1;04/08/24;04/08/24;1;0;0;0;non
ADDIS Baptiste;https://olympics.com/fr/paris-2024/athlete/baptiste-addis_1541270;Tir à l'arc;07/12/06;France;17;Athlète;;Homme;Invalides;48.85704803;2.312835932;11;25/07/24;04/08/24;5;0;1;0;non
ADEBAYO Bam;https://olympics.com/fr/paris-2024/athlete/bam-adebayo_1954688;Basketball;18/07/97;États-Unis d'Amérique;27;Athlète;206;Homme;multisite;;;6;28/07/24;10/08/24;6;1;0;0;non
ADEKOYA Kemi;https://olympics.com/fr/paris-2024/athlete/kemi-adekoya_1926101;Athlétisme;16/01/93;Bahreïn;31;Athlète;160;Femme;Stade de France;48.924475;2.360127;1;04/08/24;04/08/24;1;0;0;0;non
ADEKUOROYE Odunayo Folasade;https://olympics.com/fr/paris-2024/athlete/odunayo-folasade-adekuoroye_1568088;Lutte;10/12/93;Nigéria;30;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;2;08/08/24;08/08/24;1;0;0;0;non
ADEL Ahmed;https://olympics.com/fr/paris-2024/athlete/ahmed-adel_1928036;Handball;25/11/94;Égypte;29;Athlète;184;Homme;multisite;;;6;27/07/24;07/08/24;6;0;0;0;non
ADELEKE Rhasidat;https://olympics.com/fr/paris-2024/athlete/rhasidat-adeleke_1543327;Athlétisme;29/08/02;Irlande;22;Athlète;183;Femme;Stade de France;48.924475;2.360127;4;05/08/24;10/08/24;4;0;0;0;non
ADESHINA Temitope Simbiat;https://olympics.com/fr/paris-2024/athlete/temitope-simbiat-adeshina_1976922;Athlétisme;11/11/98;Nigéria;25;Athlète;195;Femme;Stade de France;48.924475;2.360127;1;02/08/24;02/08/24;1;0;0;0;non
ADEYEMI Sikiru Adewale;https://olympics.com/fr/paris-2024/athlete/sikiru-adewale-adeyemi_1933415;Athlétisme;02/07/98;Nigéria;26;Athlète;182;Homme;;;;0;;;0;0;0;0;non
ADEYEYE Adebola;https://olympics.com/fr/paris-2024/athlete/adebola-adeyeye_1925835;Basketball;10/11/99;Nigéria;24;Athlète;188;Femme;multisite;;;4;29/07/24;07/08/24;4;0;0;0;non
ADI MULYONO Rahmad;https://olympics.com/fr/paris-2024/athlete/rahmad-adi-mulyono_1940380;Escalade;31/10/00;Indonésie;23;Athlète;168;Homme;Site d’escalade du Bourget;48.93693402;2.41997931;2;06/08/24;06/08/24;1;0;0;0;non
ADIGIDA Onyema;https://olympics.com/fr/paris-2024/athlete/onyema-adigida_1972064;Athlétisme;07/01/00;Pays-Bas;24;Athlète;193;Homme;Stade de France;48.924475;2.360127;1;08/08/24;08/08/24;1;0;0;0;non
ADJAVON Eloi;https://olympics.com/fr/paris-2024/athlete/eloi-adjavon_1898936;Triathlon;11/02/92;Togo;32;Athlète;;Homme;Pont Alexandre III;48.8637;2.3134;1;31/07/24;31/07/24;1;0;0;0;non
ADJIBI Eliezer;https://olympics.com/fr/paris-2024/athlete/eliezer-adjibi_1974038;Athlétisme;23/09/00;Canada;24;Athlète;187;Homme;;;;0;;;0;0;0;0;non
ADOLF Balazs;https://olympics.com/fr/paris-2024/athlete/balazs-adolf_1568239;Canoë-kayak sprint;05/09/99;Hongrie;25;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;8;06/08/24;09/08/24;4;0;0;0;non
ADOMAVICIUTE Ieva;https://olympics.com/fr/paris-2024/athlete/ieva-adomaviciute_1941853;Aviron;03/12/94;Lituanie;29;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;3;28/07/24;02/08/24;3;0;0;0;non
ADOUL Koceila;https://olympics.com/fr/paris-2024/athlete/koceila-adoul_1964788;Tir;20/02/02;Algérie;22;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;1;28/07/24;28/07/24;1;0;0;0;non
ADRIANA;https://olympics.com/fr/paris-2024/athlete/-adriana_1967574;Football;17/11/96;Brésil;27;Athlète;164;Femme;multisite;;;5;25/07/24;10/08/24;5;0;1;0;non
AEBERHARD Nadine;https://olympics.com/fr/paris-2024/athlete/nadine-aeberhard_1976419;Cyclisme BMX Racing;28/05/02;Suisse;22;Athlète;;Femme;Stade BMX de Saint-Quentin-en-Yvelines;48.78800979;2.03498269;6;01/08/24;02/08/24;2;0;0;0;non
AFA SUA Vaovasa;https://olympics.com/fr/paris-2024/athlete/vaovasa-afa-sua_1968691;Rugby à sept;11/10/91;Samoa;32;Athlète;177;Homme;Stade de France;48.924475;2.360127;5;24/07/24;27/07/24;3;0;0;0;non
AFANADOR Brian;https://olympics.com/fr/paris-2024/athlete/brian-afanador_1550005;Tennis de table;06/03/97;Porto Rico;27;Athlète;;Homme;Arena Paris Sud 4;48.830184;2.289033;1;28/07/24;28/07/24;1;0;0;0;non
AFONSO Salome;https://olympics.com/fr/paris-2024/athlete/salome-afonso_1938797;Athlétisme;19/11/97;Portugal;26;Athlète;162;Femme;Stade de France;48.924475;2.360127;2;06/08/24;08/08/24;2;0;0;0;non
AFRIFA Elvis;https://olympics.com/fr/paris-2024/athlete/elvis-afrifa_1972066;Athlétisme;30/11/97;Pays-Bas;26;Athlète;183;Homme;Stade de France;48.924475;2.360127;1;08/08/24;08/08/24;1;0;0;0;non
AFRIFAH Blessing Akwasi;https://olympics.com/fr/paris-2024/athlete/blessing-akwasi-afrifah_1571815;Athlétisme;26/10/03;Israël;20;Athlète;180;Homme;Stade de France;48.924475;2.360127;2;05/08/24;06/08/24;2;0;0;0;non
AGA Vetle Eck;https://olympics.com/fr/paris-2024/athlete/vetle-eck-aga_1878464;Handball;04/10/93;Norvège;30;Athlète;190;Homme;multisite;;;6;27/07/24;07/08/24;6;0;0;0;non
AGARWALLA Anush;https://olympics.com/fr/paris-2024/athlete/anush-agarwalla_1539180;Sports équestres;23/11/99;Inde;24;Athlète;;Homme;Château de Versailles;48.81432266;2.08452588;1;31/07/24;31/07/24;1;0;0;0;non
AGBEGNENOU Clarisse;https://olympics.com/fr/paris-2024/athlete/clarisse-agbegnenou_1891289;Judo;25/10/92;France;31;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;6;30/07/24;03/08/24;2;1;0;1;non
AGHALARZADE Gullu;https://olympics.com/fr/paris-2024/athlete/gullu-aghalarzade_1972357;Gymnastique rythmique;25/10/03;Azerbaïdjan;20;Athlète;;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;4;09/08/24;10/08/24;2;0;0;0;non
AGHAMIROVA Zohra;https://olympics.com/fr/paris-2024/athlete/zohra-aghamirova_1972352;Gymnastique rythmique;08/08/01;Azerbaïdjan;23;Athlète;;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;4;08/08/24;08/08/24;1;0;0;0;non
AGHAMIRZAEIJENAGHARD Ali;https://olympics.com/fr/paris-2024/athlete/ali-aghamirzaeijenaghard_1536996;Canoë-kayak sprint;04/03/93;République islamique d'Iran;31;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;2;07/08/24;07/08/24;1;0;0;0;non
AGHAYEV Balabay;https://olympics.com/fr/paris-2024/athlete/balabay-aghayev_1972361;Judo;30/09/98;Azerbaïdjan;25;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;27/07/24;27/07/24;1;0;0;0;non
AGUIAR Mayra;https://olympics.com/fr/paris-2024/athlete/mayra-aguiar_1953822;Judo;03/08/91;Brésil;33;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;1;01/08/24;01/08/24;1;0;0;0;non
AGUILAR CHAVEZ PEON Mariana;https://olympics.com/fr/paris-2024/athlete/mariana-aguilar-chavez-peon_1535226;Voile;12/03/99;Mexique;25;Athlète;;Femme;Marina de Marseille;43.2661;5.3678;14;29/07/24;01/08/24;4;0;0;0;non
AGUILAR Evelis;https://olympics.com/fr/paris-2024/athlete/evelis-aguilar_1543474;Athlétisme;03/01/93;Colombie;31;Athlète;173;Femme;Stade de France;48.924475;2.360127;2;05/08/24;06/08/24;2;0;0;0;non
AGUILAR Yulenmis;https://olympics.com/fr/paris-2024/athlete/yulenmis-aguilar_3410133;Athlétisme;03/08/96;Espagne;28;Athlète;165;Femme;Stade de France;48.924475;2.360127;2;07/08/24;10/08/24;2;0;0;0;non
AGUIRRE Fernanda;https://olympics.com/fr/paris-2024/athlete/fernanda-aguirre_1913018;Taekwondo;29/07/97;Chili;27;Athlète;;Femme;Grand Palais;48.86616355;2.3125474;1;10/08/24;10/08/24;1;0;0;0;non
AGUIRRE Sol;https://olympics.com/fr/paris-2024/athlete/sol-aguirre_1560138;Surf;18/07/03;Pérou;21;Athlète;;Femme;Tahiti Teahupo'o;-17.86693;-149.25208;2;28/07/24;28/07/24;1;0;0;0;non
AGUIRRE Unai;https://olympics.com/fr/paris-2024/athlete/unai-aguirre_1954867;Water-polo;14/07/02;Espagne;22;Athlète;192;Homme;multisite;;;8;28/07/24;11/08/24;8;0;0;0;non
AGUNDEZ GARCIA Gabriela;https://olympics.com/fr/paris-2024/athlete/gabriela-agundez-garcia_1535348;Plongeon;04/08/00;Mexique;24;Athlète;;Femme;Centre Aquatique;48.923723;2.35578;4;31/07/24;06/08/24;3;0;0;0;non
AGYEKUM Emil;https://olympics.com/fr/paris-2024/athlete/emil-agyekum_1920082;Athlétisme;22/05/99;Allemagne;25;Athlète;190;Homme;Stade de France;48.924475;2.360127;4;05/08/24;09/08/24;4;0;0;0;non
AHAMDY Salam Bouha;https://olympics.com/fr/paris-2024/athlete/salam-bouha-ahamdy_1961203;Athlétisme;30/08/00;Mauritanie;24;Athlète;;Femme;Stade de France;48.924475;2.360127;1;02/08/24;02/08/24;1;0;0;0;non
AHMADISAFA Omid;https://olympics.com/fr/paris-2024/athlete/omid-ahmadisafa_1894577;Boxe;24/09/92;Équipe olympique des réfugiés;32;Athlète;167;Homme;Arena Paris Nord;48.9721;2.5149;1;28/07/24;28/07/24;1;0;0;0;non
AHMADOU YOUSSOUFOU Salima;https://olympics.com/fr/paris-2024/athlete/salima-ahmadou-youssoufou_1908609;Natation;21/10/03;Niger;20;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;1;03/08/24;03/08/24;1;0;0;0;non
AHMAN David;https://olympics.com/fr/paris-2024/athlete/david-ahman_1934586;Volleyball de plage;20/12/01;Suède;22;Athlète;190;Homme;Stade Tour Eiffel;48.85613;2.2978;7;27/07/24;10/08/24;7;1;0;0;non
AHMED Abdalla;https://olympics.com/fr/paris-2024/athlete/abdalla-ahmed_1895265;Aviron;17/08/96;Soudan;28;Athlète;;Homme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;4;27/07/24;02/08/24;4;0;0;0;non
AHMED ATEF;https://olympics.com/fr/paris-2024/athlete/-ahmed-atef_1904700;Football;19/12/02;Égypte;21;Athlète;165;Homme;multisite;;;6;24/07/24;08/08/24;6;0;0;0;non
AHMED EID;https://olympics.com/fr/paris-2024/athlete/-ahmed-eid_1973345;Football;02/01/01;Égypte;23;Athlète;170;Homme;multisite;;;4;24/07/24;02/08/24;4;0;0;0;non
AHMED HASAN;https://olympics.com/fr/paris-2024/athlete/-ahmed-hasan_1560451;Football;24/09/01;Iraq;23;Athlète;180;Homme;multisite;;;3;24/07/24;30/07/24;3;0;0;0;non
AHMED KOKA;https://olympics.com/fr/paris-2024/athlete/-ahmed-koka_1910360;Football;04/07/01;Égypte;23;Athlète;170;Homme;multisite;;;5;27/07/24;08/08/24;5;0;0;0;non
AHMED Mariam;https://olympics.com/fr/paris-2024/athlete/mariam-ahmed_1888960;Natation artistique;30/08/05;Égypte;19;Athlète;;Femme;Centre Aquatique;48.923723;2.35578;3;05/08/24;07/08/24;3;0;0;0;non
AHMED Mohammed;https://olympics.com/fr/paris-2024/athlete/mohammed-ahmed_1974040;Athlétisme;05/01/91;Canada;33;Athlète;180;Homme;Stade de France;48.924475;2.360127;2;02/08/24;07/08/24;2;0;0;0;non
AHMED Samaa;https://olympics.com/fr/paris-2024/athlete/samaa-ahmed_1933350;Canoë-kayak sprint;22/07/98;Égypte;26;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;2;07/08/24;07/08/24;1;0;0;0;non
AHMED Sara;https://olympics.com/fr/paris-2024/athlete/sara-ahmed_1563010;Haltérophilie;01/01/98;Égypte;26;Athlète;;Femme;Arena Paris Sud 6;48.829381;2.290865;1;10/08/24;10/08/24;1;0;1;0;non
AHOURE-DEMPS Murielle;https://olympics.com/fr/paris-2024/athlete/murielle-ahoure-demps_1564261;Athlétisme;23/08/87;Côte d'Ivoire;37;Athlète;171;Femme;Stade de France;48.924475;2.360127;1;08/08/24;08/08/24;1;0;0;0;non
AHTOSALO Anniina;https://olympics.com/fr/paris-2024/athlete/anniina-ahtosalo_1905081;Cyclisme sur route;27/08/03;Finlande;21;Athlète;;Femme;multisite;;;2;27/07/24;04/08/24;2;0;0;0;non
AHUMADA Raphael;https://olympics.com/fr/paris-2024/athlete/raphael-ahumada_1976421;Aviron;20/05/01;Suisse;23;Athlète;;Homme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;3;28/07/24;02/08/24;3;0;0;0;non
AHYE Michelle-Lee;https://olympics.com/fr/paris-2024/athlete/michelle-lee-ahye_1907957;Athlétisme;10/04/92;Trinité-et-Tobago;32;Athlète;168;Femme;Stade de France;48.924475;2.360127;1;02/08/24;02/08/24;1;0;0;0;non
AIBEK UULU Kubanychbek;https://olympics.com/fr/paris-2024/athlete/kubanychbek-aibek-uulu_1914460;Judo;28/10/00;Kirghizistan;23;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;28/07/24;28/07/24;1;0;0;0;non
AIT BEKKA Jugurtha;https://olympics.com/fr/paris-2024/athlete/jugurtha-ait-bekka_1540349;Boxe;04/03/96;Algérie;28;Athlète;180;Homme;Arena Paris Nord;48.9721;2.5149;1;29/07/24;29/07/24;1;0;0;0;non
AIT SAID Samir;https://olympics.com/fr/paris-2024/athlete/samir-ait-said_1903477;Gymnastique artistique;01/11/89;France;34;Athlète;;Homme;Arena Bercy;48.83863;2.378597;1;04/08/24;04/08/24;1;0;0;0;non
AJAYI Kayinsola;https://olympics.com/fr/paris-2024/athlete/kayinsola-ajayi_1969332;Athlétisme;14/09/04;Nigéria;20;Athlète;177;Homme;Stade de France;48.924475;2.360127;3;03/08/24;08/08/24;3;0;0;0;non
AJIBADE Rasheedat;https://olympics.com/fr/paris-2024/athlete/rasheedat-ajibade_1971542;Football;08/12/99;Nigéria;24;Athlète;167;Femme;multisite;;;3;25/07/24;31/07/24;3;0;0;0;non
AKAHO Himawari;https://olympics.com/fr/paris-2024/athlete/himawari-akaho_1901882;Basketball;28/08/98;Japon;26;Athlète;184;Femme;Stade Pierre Mauroy;50.61190661;3.13047318;3;29/07/24;04/08/24;3;0;0;0;non
AKAKPO Naomi;https://olympics.com/fr/paris-2024/athlete/naomi-akakpo_1900751;Athlétisme;17/12/00;Togo;23;Athlète;170;Femme;Stade de France;48.924475;2.360127;1;02/08/24;02/08/24;1;0;0;0;non
AKAMA Liz;https://olympics.com/fr/paris-2024/athlete/liz-akama_1902069;Skateboard;08/01/09;Japon;15;Athlète;;Femme;La Concorde 3;48.86486788;2.32139191;2;28/07/24;28/07/24;1;0;1;0;non
AKAMATSU Ryoichi;https://olympics.com/fr/paris-2024/athlete/ryoichi-akamatsu_1919789;Athlétisme;02/05/95;Japon;29;Athlète;184;Homme;Stade de France;48.924475;2.360127;2;07/08/24;10/08/24;2;0;0;0;non
AKASAKI Akira;https://olympics.com/fr/paris-2024/athlete/akira-akasaki_1919790;Athlétisme;21/01/98;Japon;26;Athlète;170;Homme;Invalides;48.85704803;2.312835932;1;10/08/24;10/08/24;1;0;0;0;non
AKAZAWA Gaku;https://olympics.com/fr/paris-2024/athlete/gaku-akazawa_1966335;Lutte;21/06/90;Samoa;34;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;10/08/24;10/08/24;1;0;0;0;non
AKBAS Hatice;https://olympics.com/fr/paris-2024/athlete/hatice-akbas_1568186;Boxe;24/06/01;Türkiye;23;Athlète;172;Femme;multisite;;;5;27/07/24;08/08/24;5;0;1;0;non
AKBUDAK Burhan;https://olympics.com/fr/paris-2024/athlete/burhan-akbudak_1572140;Lutte;01/06/95;Türkiye;29;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;06/08/24;06/08/24;1;0;0;0;non
AKCAM Berke;https://olympics.com/fr/paris-2024/athlete/berke-akcam_1566071;Athlétisme;10/04/02;Türkiye;22;Athlète;181;Homme;Stade de France;48.924475;2.360127;3;05/08/24;07/08/24;3;0;0;0;non
AKGUL Taha;https://olympics.com/fr/paris-2024/athlete/taha-akgul_1570546;Lutte;22/11/90;Türkiye;33;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;4;09/08/24;10/08/24;2;0;0;1;non
AKHOMACH Ilias;https://olympics.com/fr/paris-2024/athlete/ilias-akhomach_1965995;Football;16/04/04;Maroc;20;Athlète;175;Homme;multisite;;;6;24/07/24;08/08/24;6;0;0;1;non
AKILOV Pylyp;https://olympics.com/fr/paris-2024/athlete/pylyp-akilov_1937399;Boxe;13/07/99;Hongrie;25;Athlète;186;Homme;Arena Paris Nord;48.9721;2.5149;1;30/07/24;30/07/24;1;0;0;0;non
AKINS Nia;https://olympics.com/fr/paris-2024/athlete/nia-akins_1960675;Athlétisme;07/07/98;États-Unis d'Amérique;26;Athlète;167;Femme;Stade de France;48.924475;2.360127;2;02/08/24;04/08/24;2;0;0;0;non
AKINTOLA Alaba Olukunle;https://olympics.com/fr/paris-2024/athlete/alaba-olukunle-akintola_1929250;Athlétisme;14/09/01;Nigéria;23;Athlète;173;Homme;Stade de France;48.924475;2.360127;1;08/08/24;08/08/24;1;0;0;0;non
AKIO Augusto;https://olympics.com/fr/paris-2024/athlete/augusto-akio_1955669;Skateboard;12/12/00;Brésil;23;Athlète;;Homme;La Concorde 4;48.86573765;2.3220383;2;07/08/24;07/08/24;1;0;0;1;non
AKLIOUCHE Maghnes;https://olympics.com/fr/paris-2024/athlete/maghnes-akliouche_1900626;Football;25/02/02;France;22;Athlète;183;Homme;multisite;;;6;24/07/24;09/08/24;6;0;1;0;non
AKMAL Nurul;https://olympics.com/fr/paris-2024/athlete/nurul-akmal_1941330;Haltérophilie;12/02/93;Indonésie;31;Athlète;;Femme;Arena Paris Sud 6;48.829381;2.290865;1;11/08/24;11/08/24;1;0;0;0;non
AKMATALIEV Ernazar;https://olympics.com/fr/paris-2024/athlete/ernazar-akmataliev_1936237;Lutte;02/07/98;Kirghizistan;26;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;10/08/24;10/08/24;1;0;0;0;non
AKULA Sreeja;https://olympics.com/fr/paris-2024/athlete/sreeja-akula_1538136;Tennis de table;31/07/98;Inde;26;Athlète;;Femme;Arena Paris Sud 4;48.830184;2.289033;5;28/07/24;07/08/24;4;0;0;0;non
AL ADAWI Issa Samir Hamed;https://olympics.com/fr/paris-2024/athlete/issa-samir-hamed-al-adawi_1537394;Natation;20/03/99;Oman;25;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;30/07/24;30/07/24;1;0;0;0;non
AL ALAWI Mazoon;https://olympics.com/fr/paris-2024/athlete/mazoon-al-alawi_1969785;Athlétisme;14/11/97;Oman;26;Athlète;153;Femme;Stade de France;48.924475;2.360127;1;02/08/24;02/08/24;1;0;0;0;non
AL BALUSHI Ali Anwar Ali;https://olympics.com/fr/paris-2024/athlete/ali-anwar-ali-al-balushi_1969769;Athlétisme;09/02/02;Oman;22;Athlète;174;Homme;Stade de France;48.924475;2.360127;1;03/08/24;03/08/24;1;0;0;0;non
AL BAWWAB Yazan;https://olympics.com/fr/paris-2024/athlete/yazan-al-bawwab_1953072;Natation;30/10/99;Palestine;24;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;28/07/24;28/07/24;1;0;0;0;non
AL DUHAMI Ramzy;https://olympics.com/fr/paris-2024/athlete/ramzy-al-duhami_1898161;Sports équestres;05/01/72;Arabie saoudite;52;Athlète;;Homme;Château de Versailles;48.81432266;2.08452588;3;01/08/24;06/08/24;3;0;0;0;non
AL GHOTANY Yahya;https://olympics.com/fr/paris-2024/athlete/yahya-al-ghotany_1894590;Taekwondo;09/08/03;Équipe olympique des réfugiés;21;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;1;08/08/24;08/08/24;1;0;0;0;non
AL HIZAM Hussain Asim;https://olympics.com/fr/paris-2024/athlete/hussain-asim-al-hizam_1902404;Athlétisme;04/01/98;Arabie saoudite;26;Athlète;175;Homme;Stade de France;48.924475;2.360127;1;03/08/24;03/08/24;1;0;0;0;non
AL KHATRI Said;https://olympics.com/fr/paris-2024/athlete/said-al-khatri_1537377;Tir;11/07/85;Oman;39;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;2;29/07/24;30/07/24;2;0;0;0;non
AL MARRI Abdullah Mohd;https://olympics.com/fr/paris-2024/athlete/abdullah-mohd-al-marri_1887788;Sports équestres;22/06/84;Émirats arabes unis;40;Athlète;;Homme;Château de Versailles;48.81432266;2.08452588;2;01/08/24;05/08/24;2;0;0;0;non
AL MARZOOQI Omar Abdul Aziz;https://olympics.com/fr/paris-2024/athlete/omar-abdul-aziz-al-marzooqi_1535693;Sports équestres;28/03/03;Émirats arabes unis;21;Athlète;;Homme;Château de Versailles;48.81432266;2.08452588;3;01/08/24;06/08/24;3;0;0;0;non
AL RAIMI Yasameen;https://olympics.com/fr/paris-2024/athlete/yasameen-al-raimi_1542416;Tir;26/11/85;Yémen;38;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;1;27/07/24;27/07/24;1;0;0;0;non
AL ROUMI Amal;https://olympics.com/fr/paris-2024/athlete/amal-al-roumi_1960303;Athlétisme;22/08/92;Koweït;32;Athlète;165;Femme;Stade de France;48.924475;2.360127;2;02/08/24;03/08/24;2;0;0;0;non
AL SAYEGH Safia;https://olympics.com/fr/paris-2024/athlete/safia-al-sayegh_1535395;Cyclisme sur route;23/09/01;Émirats arabes unis;23;Athlète;;Femme;Trocadéro;48.85972558;2.29221884;1;04/08/24;04/08/24;1;0;0;0;non
AL SUWAIDI Salim Ahmed;https://olympics.com/fr/paris-2024/athlete/salim-ahmed-al-suwaidi_1887827;Sports équestres;22/07/88;Émirats arabes unis;36;Athlète;;Homme;Château de Versailles;48.81432266;2.08452588;1;05/08/24;05/08/24;1;0;0;0;non
ALAGIERSKA Klaudia;https://olympics.com/fr/paris-2024/athlete/klaudia-alagierska_1928408;Volleyball;02/01/96;Pologne;28;Athlète;190;Femme;Arena Paris Sud 1;48.832968;2.2840069;4;28/07/24;06/08/24;4;0;0;0;non
ALAME Haimro;https://olympics.com/fr/paris-2024/athlete/haimro-alame_1571859;Athlétisme;08/06/90;Israël;34;Athlète Remplaçant;175;Homme;;;;0;;;0;0;0;0;non
ALAMIAN Nima;https://olympics.com/fr/paris-2024/athlete/nima-alamian_1536214;Tennis de table;24/12/92;République islamique d'Iran;31;Athlète;;Homme;Arena Paris Sud 4;48.830184;2.289033;1;28/07/24;28/07/24;1;0;0;0;non
ALAMIYAN Noshad;https://olympics.com/fr/paris-2024/athlete/noshad-alamiyan_1536215;Tennis de table;21/11/91;République islamique d'Iran;32;Athlète;;Homme;Arena Paris Sud 4;48.830184;2.289033;2;27/07/24;31/07/24;2;0;0;0;non
ALANEN Anni-Linnea;https://olympics.com/fr/paris-2024/athlete/anni-linnea-alanen_1904286;Athlétisme;11/11/02;Finlande;21;Athlète;172;Femme;Stade de France;48.924475;2.360127;1;07/08/24;07/08/24;1;0;0;0;non
ALANIS MORALES Karina;https://olympics.com/fr/paris-2024/athlete/karina-alanis-morales_1535449;Canoë-kayak sprint;09/12/93;Mexique;30;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;7;06/08/24;10/08/24;4;0;0;0;non
ALAPHILIPPE Julian;https://olympics.com/fr/paris-2024/athlete/julian-alaphilippe_1895639;Cyclisme sur route;11/06/92;France;32;Athlète;;Homme;Trocadéro;48.85972558;2.29221884;1;03/08/24;03/08/24;1;0;0;0;non
ALAPHILIPPE Souleyman;https://olympics.com/fr/paris-2024/athlete/souleyman-alaphilippe_1893275;Taekwondo;30/06/03;France;21;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;2;08/08/24;08/08/24;1;0;0;0;non
AL-ATHBA Rashid Saleh;https://olympics.com/fr/paris-2024/athlete/rashid-saleh-al-athba_1560690;Tir;18/10/87;Qatar;36;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;2;02/08/24;03/08/24;2;0;0;0;non
